Date/Time,Totalizer (Liters),Consumption (Liters),Building,Source File,Hour,DayOfWeek,anomaly
2025-05-17 08:15:00,257162.406,114.90599999998813,ATTF,Packet-2025-06-09-23-33.csv,8,5,-1
2025-05-17 08:45:00,257346.281,183.875,ATTF,Packet-2025-06-09-23-33.csv,8,5,-1
2025-05-17 08:46:00,135937.313,199.7509999999893,ATTD,Packet-2025-06-09-23-33.csv,8,5,-1
2025-05-17 09:15:00,100789.906,148.39800000000105,BTTD,Packet-2025-06-09-23-33.csv,9,5,-1
2025-05-17 10:03:00,31070.191,134.7520000000004,A1FF,Packet-2025-06-09-23-33.csv,10,5,-1
2025-05-17 10:15:00,101014.969,225.06299999999464,BTTD,Packet-2025-06-09-23-33.csv,10,5,-1
2025-05-17 10:15:00,257636.187,228.34299999999348,ATTF,Packet-2025-06-09-23-33.csv,10,5,-1
2025-05-17 11:15:00,257920.422,263.76600000000326,ATTF,Packet-2025-06-09-23-33.csv,11,5,-1
2025-05-17 11:16:00,136114.156,118.81199999997624,ATTD,Packet-2025-06-09-23-33.csv,11,5,-1
2025-05-17 12:15:00,258064.969,144.5470000000205,ATTF,Packet-2025-06-09-23-33.csv,12,5,-1
2025-05-17 13:45:00,258316.5,251.53099999998813,ATTF,Packet-2025-06-09-23-33.csv,13,5,-1
2025-05-17 13:45:00,101165.18,100.875,BTTD,Packet-2025-06-09-23-33.csv,13,5,-1
2025-05-17 14:03:00,31235.465,165.27400000000125,A1FF,Packet-2025-06-09-23-33.csv,14,5,-1
2025-05-17 20:46:00,136384.828,68.46900000001187,ATTD,Packet-2025-06-09-23-33.csv,20,5,-1
2025-05-17 21:15:00,258595.734,117.81200000000536,ATTF,Packet-2025-06-09-23-33.csv,21,5,-1
2025-05-17 21:34:00,52842.242,68.93699999999808,AGFF,Packet-2025-06-09-23-33.csv,21,5,-1
2025-05-18 08:15:00,101362.844,93.07799999999406,BTTD,Packet-2025-06-09-23-33.csv,8,6,-1
2025-05-18 08:45:00,258792.422,110.6719999999914,ATTF,Packet-2025-06-09-23-33.csv,8,6,-1
2025-05-18 08:46:00,136587.734,181.625,ATTD,Packet-2025-06-09-23-33.csv,8,6,-1
2025-05-18 09:15:00,101538.805,90.97699999999897,BTTD,Packet-2025-06-09-23-33.csv,9,6,-1
2025-05-18 09:46:00,136879.859,292.125,ATTD,Packet-2025-06-09-23-33.csv,9,6,-1
2025-05-18 10:15:00,258923.828,99.3280000000086,ATTF,Packet-2025-06-09-23-33.csv,10,6,-1
2025-05-18 10:15:00,101805.633,266.8280000000086,BTTD,Packet-2025-06-09-23-33.csv,10,6,-1
2025-05-18 13:15:00,259091.109,167.28099999998813,ATTF,Packet-2025-06-09-23-33.csv,13,6,-1
2025-05-18 13:15:00,102029.211,223.5779999999941,BTTD,Packet-2025-06-09-23-33.csv,13,6,-1
2025-05-18 13:45:00,102152.766,123.55500000000757,BTTD,Packet-2025-06-09-23-33.csv,13,6,-1
2025-05-18 18:15:00,259222.047,78.06299999999464,ATTF,Packet-2025-06-09-23-33.csv,18,6,-1
2025-05-18 18:15:00,102403.844,244.5859999999957,BTTD,Packet-2025-06-09-23-33.csv,18,6,-1
2025-05-18 21:15:00,259269.688,47.64100000000326,ATTF,Packet-2025-06-09-23-33.csv,21,6,-1
2025-05-19 07:46:00,137383.969,161.51600000000326,ATTD,Packet-2025-06-09-23-33.csv,7,0,-1
2025-05-19 08:15:00,259509.344,143.51600000000326,ATTF,Packet-2025-06-09-23-33.csv,8,0,-1
2025-05-19 08:15:00,102849.367,395.77300000000105,BTTD,Packet-2025-06-09-23-33.csv,8,0,-1
2025-05-19 08:45:00,103065.937,216.57000000000696,BTTD,Packet-2025-06-09-23-33.csv,8,0,-1
2025-05-19 09:45:00,103288.969,223.031999999992,BTTD,Packet-2025-06-09-23-33.csv,9,0,-1
2025-05-19 09:45:00,259710.891,192.1100000000152,ATTF,Packet-2025-06-09-23-33.csv,9,0,-1
2025-05-19 09:46:00,137586.719,195.6880000000237,ATTD,Packet-2025-06-09-23-33.csv,9,0,-1
2025-05-19 11:33:00,31484.904,113.96299999999974,A1FF,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-19 11:34:00,53211.906,117.8790000000008,AGFF,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-19 11:45:00,103409.437,110.4600000000064,BTTD,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-19 11:45:00,260267.672,516.6879999999946,ATTF,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-19 11:46:00,137722.375,131.53099999998813,ATTD,Packet-2025-06-09-23-33.csv,11,0,-1
2025-05-19 13:34:00,53382.156,115.97200000000156,AGFF,Packet-2025-06-09-23-33.csv,13,0,-1
2025-05-19 13:45:00,260838.75,509.7190000000119,ATTF,Packet-2025-06-09-23-33.csv,13,0,-1
2025-05-19 13:46:00,137938.844,174.86000000001513,ATTD,Packet-2025-06-09-23-33.csv,13,0,-1
